1	COOPER	And welcome back.	0
2	COOPER	There is history all around us here at downtown Milwaukee’s Riverside Theater, which opened in 1928.	0
3	COOPER	It was nearly destroyed by fire in 1966.	0
4	COOPER	It was lovingly restored in the 80s and has been at the heart of this city’s cultural life ever since.	0
5	COOPER	It is a magnificent theater.	0
6	COOPER	We’re here in the mid of a history-making Republican presidential campaign, bringing voters face to face with the candidates, showcasing their questions and bringing it all to you at home.	0
7	COOPER	Joining us now is Ohio’s governor, John Kasich.	0
8	SYSTEM	(APPLAUSE)	0
9	KASICH	How are you?	0
10	COOPER	Good to see you.	0
11	COOPER	Have a seat.	0
12	COOPER	All right, we got a lot of questions from the audience about a lot of policy issues.	0
13	COOPER	A couple of questions on news of the day.	0
14	COOPER	Donald Trump’s campaign manager, Corey Lewandowski, charged today with simple battery.	0
15	COOPER	Would you fire him?	0
16	KASICH	Well, I haven’t seen the video, but they tell me the video is real.	0
17	KASICH	Of course I would.	0
18	KASICH	Look, when you have problems like that, you have to act.	0
19	KASICH	Now, I’ve been of course an executive running the seventh-largest state.	0
20	KASICH	And we see things that happen.	0
21	KASICH	At times, you want to give people the benefit of the doubt, but when you see things that are pretty clear – from what I understand the video is clear.	0
22	KASICH	Of course would fire him.	0
23	COOPER	Let’s talk about your path to the nomination.	0
24	COOPER	You are pinning your hopes on a contested convention.	0
25	COOPER	Assuming there is one, why would you be selected?	0
26	COOPER	You’ve only won one state, your home state, Ohio.	0
27	COOPER	Why would you get the nomination?	0
28	KASICH	Well, a couple of reasons, Anderson.	0
29	KASICH	First of all, in virtually every national poll, I am the only one that beats Hillary Clinton consistently.	1
30	KASICH	In fact, in the last poll that came out I was up 11 points.	0
31	KASICH	Secondly, and, you know, delegates would look, for example, at, you know, can you win in the fall?	0
32	KASICH	I mean, it’s like a really important part of this thing, it’s not just the nomination, it’s about winning the election.	0
33	KASICH	And frankly, if we do not have a strong candidate that brings people together, we have a prospect of losing the United States Senate as well.	0
34	KASICH	And secondly, Anderson, at some point that people that go to a convention are going to be concerned about who actually could run the country.	0
35	KASICH	I mean, it’s like a big deal.	0
36	KASICH	You know, who could be president, who could be commander-in-chief?	0
37	KASICH	And I have more experience than really all of them put together except for Mrs. Clinton.	0
38	KASICH	I mean, I have — you know, I served 18 years on the defense — Armed Services Committee, I was in the Pentagon after 9/11.	0
39	KASICH	I was chairman of the Budget Committee.	0
40	KASICH	I was involved in welfare reform.	0
41	KASICH	When I was chairman of the Budget Committee, we balanced the budget, we had job growth.	0
42	KASICH	I’ve been the executive in Ohio.	0
43	KASICH	We’ve grown jobs.	0
44	KASICH	So at some point people are going to look at two things, who can win in the fall, and secondly who could be the best president?	0
45	COOPER	But polls are one thing, though, I mean, to have only won — if it continues on this path, to have only won one state, your home state, won’t some delegates say, look, OK, the polls say he can win in a head-to-head matchup against Hillary Clinton, but the voters have spoken.	0
46	KASICH	Well, Anderson, I think it’s pretty clear and most of the people in here I think would agree with this, for most of the debates, I was completely ignored.	0
47	KASICH	I mean, it has been like the last three weeks to a month that people have started to pay attention to who I am and my message.	0
48	KASICH	And it has fundamentally happened that way because I’ve not gotten down in the mud.	0
49	KASICH	I haven’t name-called.	0
50	KASICH	I haven’t had all these nasty sound bites.	0
51	KASICH	I’ve just been laying out my record and my vision for what I want to see happen.	0
52	KASICH	But conventions are very interesting.	0
53	KASICH	Republicans have had 10 conventions.	0
54	KASICH	And the leader going into the convention has only been the nominee three times out of 10.	0
55	KASICH	Seven times out of 10 they were not.	0
56	KASICH	So I think — and we’re going to do better as this calendar moves to the east.	0
57	KASICH	Look, now I’m starting to get on my home court, you know, — look, I went to Ohio, I won by 11 points.	0
58	KASICH	You know, I did very, well there.	0
59	KASICH	We’re going to go to Pennsylvania, New York, New Jersey, Connecticut.	0
60	KASICH	These are all places where I can do extremely well.	0
61	KASICH	And we will continue to accumulate delegates.	0
62	KASICH	And we’ll have momentum going into the convention.	0
63	KASICH	And by the way, the convention is nothing more than an extension of the process we have going now.	0
64	KASICH	Somehow people think they’re truncated somehow, they’re disjointed.	0
65	KASICH	They’re not.	0
66	KASICH	It’s a process of primaries.	0
67	KASICH	You accumulate delegates.	0
68	KASICH	You go to the convention.	0
69	KASICH	And then they pick the nominees.	0
70	COOPER	I want to ask you about terrorism.	0
71	COOPER	When you were asked about what happened in Brussels last week — or let’s talk about that.	0
72	COOPER	In terms of what U.S. response should and what the fight against ISIS should look like, you said yesterday that one of the opponents wants to make the sand glow and the other one complains about other countries not doing enough, obviously you were talking about Senator Cruz and Mr. Trump.	0
73	COOPER	Why would America be safer under your watch?	0
74	KASICH	Well, Anderson, first of all, I’ve been saying for a long time and laid out an extensive program on rebuilding the military.	0
75	KASICH	Secondly, I’ve been the one arguing all along that we need to go after ISIS in a coalition like we had in the first Gulf War.	0
76	KASICH	I was there when I saw it happen.	0
77	KASICH	I saw our Muslim Arab friends join us in the West, and we pushed Saddam out of Kuwait.	0
78	KASICH	You know, secondly, that same coalition needs come together and we need to destroy ISIS both in the air and on the ground, settle it down and then come home.	0
79	KASICH	And let the regional powers draw the map.	0
80	COOPER	There are a lot of countries, Saudi Arabia, that don’t necessarily see ISIS as their predominant threat.	0
81	KASICH	Oh, no, no, no.	0
82	KASICH	Saudi Arabia, Egypt, Jordan, the Gulf states, they all know it’s an existential threat.	0
83	KASICH	They know that they — that the kingdom hangs by a thread because of the radicalism of ISIS.	0
84	KASICH	And so the fact is they will join us.	0
85	KASICH	They joined us before against Saddam Hussein.	0
86	KASICH	That was not as big of a deal as this is where they’re blowing people up all over the world.	0
87	KASICH	Secondly, of course, I think, Anderson, that we need really good worldwide intelligence.	0
88	KASICH	I think that the lemons we’re seeing can be turned into lemonade and I think a president of the United States can rally the civilized world to destroy these folks who are intent on destroying us.	0
89	KASICH	And secondly, we talked about NATO.	0
90	KASICH	That was another thing I talked about.	0
91	KASICH	We need to change NATO from not just a military organization, but an intelligence-gathering and also a policing organization that works across boundaries.	0
92	KASICH	All of us together, fighting together, working together, destroy ISIS, have the good human intelligence…	0
93	COOPER	Donald Trump says NATO is obsolete.	0
94	COOPER	Is it?	0
95	KASICH	Well, of course it’s not.	0
96	KASICH	That’s absurd, obsolete, OK?	0
97	SYSTEM	(APPLAUSE)	0
98	KASICH	Now, look, it’s really important that we get these countries to pitch in and do more.	0
99	KASICH	They’ll never do as much as we want.	0
100	KASICH	I mean, I lived through a whole time when we would push them, pressure them.	0
101	KASICH	Part of the problem is it’s their governments over there.	0
102	KASICH	You know, there is too much socialism, there is too much political correctness.	0
103	KASICH	That’s why they didn’t even catch this thing in Brussels.	0
104	KASICH	And you know that the screw-ups that we saw with the intelligence.	0
105	KASICH	But here’s the thing: no, NATO has an additional role now.	0
106	KASICH	And that is policing and intelligence gathering.	0
107	KASICH	You see, we need to have the Muslims working with us and the West —	0
108	COOPER	That’s critical?	0
109	KASICH	Absolutely critical.	0
110	KASICH	Let me tell you, Anderson, if we wanted to get information out of some radical that’s in a mosque — you’re a really great guy, but if you were three blocks from the mosque, do you think you’d get anything?	0
111	COOPER	I don’t blend very well.	0
112	SYSTEM	(LAUGHTER)	0
113	KASICH	No, you are don’t.	0
114	KASICH	Well, the fact is is that we want the Muslims who are — they feel as strongly as we do about these murderers out there.	0
115	KASICH	These Muslims, they’re the ones that have to police their own neighborhoods.	0
116	KASICH	And, frankly, we need the imams to come out and issue statements about how their religion has been hijacked.	0
117	KASICH	But it takes all of us together.	0
118	KASICH	It takes us to have great human intelligence.	0
119	KASICH	And here in the United States we’ve got counterterrorism task forces made up of the FBI, it’s made up of Homeland Security, state and local law enforcement, and their job is to disrupt.	0
120	KASICH	That’s why the issue of Apple was so important because they need the resources to be able to carry out their job for all of us, but they need one other thing: they need the tools.	0
121	KASICH	And if they can’t hear, then it becomes a problem.	0
122	KASICH	But there’s also a role for us.	0
123	KASICH	Because when we see something happening in our neighborhood, Anderson, we have an obligation to alert authorities as well.	0
124	COOPER	You talked about Donald Trump belittle — in an interview today, you said about Donald Trump’s foreign, “I think that’s the most ridiculous of foreign policy I ever heard.	0
125	COOPER	This is just somebody that just doesn’t understand foreign policy.	0
126	COOPER	Just doesn’t” —	0
127	KASICH	Well which part was I talking about?	0
128	KASICH	I don’t remember.	0
129	COOPER	I’m not sure either.	0
130	KASICH	OK. Well, I mean, I think the idea that – I’ll tell you one.	0
131	COOPER	Do you think he –	0
132	KASICH	We’re going to have a religious test on who comes in the country.	0
133	KASICH	So, when you come in the country, I say, well, are you a Muslim?	0
134	KASICH	Raise your hand if you’re a Muslim.	0
135	KASICH	I mean, come on, Anderson.	0
136	KASICH	That’s not going to work.	0
