1	David Muir	Mr. President, I know you're only five days in.	0
2	David Muir	Has it changed you?	0
3	Donald Trump	I don't want to change too much.	0
4	Donald Trump	I've had a wonderful life and wonderful success.	0
5	Donald Trump	I want to make this a great success for the American people and for the people that put me in this position.	0
6	Donald Trump	So I don't want to change too much.	0
7	Donald Trump	I can be the most presidential person ever, other than possibly the great Abe Lincoln, all right?	0
8	Donald Trump	But I can be the most presidential person.	0
9	Donald Trump	But I may not be able to do the job nearly as well if I do that.	0
10	David Muir	Your predecessor used to talk often about finishing the day to get to his family upstairs -- the stairwell's right over here -- to have dinner with them.	0
11	David Muir	And I know that the first lady, Melania, has a big job back in New York taking care of Barron.	0
12	Donald Trump	She does, yes.	0
13	David Muir	Does it make it a lonely place for you at the end of the day?	0
14	Donald Trump	No, because I end up working longer.	0
15	Donald Trump	And that's OK.	0
16	Donald Trump	I -- I mean, I'm working long hours.	0
17	Donald Trump	I mean, the country has a lot of problems.	0
18	SYSTEM	[Voiceover]	0
19	Donald Trump	He says a lot of problems, and President Trump tonight on the controversial moves he's made already.	0
20	David Muir	Mr. President, I want to start -- we're five days in.	0
21	David Muir	And your campaign promises, I know today you plan on signing the order to build the wall.	0
22	Donald Trump	Correct.	0
23	David Muir	Are you going to direct U.S. funds to pay for this wall?	0
24	David Muir	Will American taxpayers pay for the wall?	0
25	Donald Trump	Ultimately, it'll come out of what's happening with Mexico.	0
26	Donald Trump	We're going to be starting those negotiations relatively soon.	0
27	Donald Trump	And we will be in a form reimbursed by Mexico, which I've always said...	0
28	David Muir	So they'll pay us back?	0
29	Donald Trump	Yeah, absolutely, 100 percent, yes.	0
30	David Muir	So the American taxpayer will pay for the wall at first?	0
31	Donald Trump	All it is, is we'll be reimbursed at a later date from whatever transaction we make from Mexico.	0
32	Donald Trump	Now, I could wait a year and I could hold off the wall.	0
33	Donald Trump	But I want to build the wall.	0
34	Donald Trump	We have to build the wall.	0
35	Donald Trump	We have to stop drugs from pouring in.	0
36	Donald Trump	We have to stop people from just pouring into our country.	0
37	Donald Trump	We have no idea where they're from.	0
38	Donald Trump	And I campaigned on the wall.	0
39	Donald Trump	And it's very important.	0
40	Donald Trump	But that wall will cost us nothing.	0
41	David Muir	But you talked often about Mexico paying for the wall.	0
42	David Muir	And you, again, say they'll pay us back.	0
43	David Muir	Mexico's president said in recent days that Mexico absolutely will not pay, adding that, It goes against our dignity as a country and our dignity as Mexicans."	0
44	David Muir	He says	0
45	Donald Trump	Well, I think he has -- David, I think he has to say that.	0
46	Donald Trump	He has to say that.	0
47	Donald Trump	But I'm just telling you, there will be a payment.	0
48	Donald Trump	It will be in a form, perhaps a complicated form.	0
49	Donald Trump	And you have to understand, what I'm doing is good for the United States.	0
50	Donald Trump	It's also going to be good for Mexico.	0
51	David Muir	What are you going to say to some of your supporters who might say, Wait a minute	0
52	Donald Trump	Well, I'd say very simply that they are going to pay for it.	0
53	Donald Trump	I never said they're going to pay from the start.	0
54	Donald Trump	I said Mexico will pay for the wall.	0
55	David Muir	When does construction begin?	0
56	Donald Trump	As soon as we can.	0
57	Donald Trump	As soon as we can physically do it, we're -- we're...	0
58	David Muir	Within months?	0
59	Donald Trump	I would say in months, yeah.	0
60	Donald Trump	I would say in months.	0
61	Donald Trump	Certainly, planning is starting immediately.	0
62	David Muir	I want to ask about undocumented immigrants who are here in this country.	0
63	David Muir	Right now, they're protected as so-called Dreamers, the children who were brought here, as you know, by their parents.	0
64	David Muir	Should they be worried that they could be deported?	0
65	David Muir	And is there anything you can say to assure them right now that they'll be allowed to stay?	0
66	Donald Trump	They shouldn't be very worried.	0
67	Donald Trump	They are here illegally.	0
68	Donald Trump	They shouldn't be very worried.	0
69	Donald Trump	I do have a big heart.	0
70	Donald Trump	We're going to take care of everybody.	0
71	Donald Trump	We're going to have a very strong border.	0
72	Donald Trump	We're going to have a very solid border.	0
73	Donald Trump	Where you have great people that are here that have done a good job, they should be far less worried.	0
74	Donald Trump	We'll be coming out with policy on that over the next period of four weeks.	0
75	David Muir	So, Mr. President, will they be allowed to stay?	0
76	Donald Trump	I'm going to tell you over the next four weeks.	0
77	David Muir	I want to ask you about something you said this week right here at the White House.	0
78	David Muir	You brought in congressional leaders to the White House.	0
79	David Muir	You spoke at length about the presidential election with them, telling them that you lost the popular vote because of millions of illegal votes, 3 million to 5 million illegal votes.	0
80	David Muir	That would be the biggest electoral fraud in American history.	0
81	David Muir	Where is the evidence of that?	0
82	Donald Trump	So, let me tell you, first of all, it was so misrepresented.	0
83	Donald Trump	That was supposed to be a confidential meeting.	0
84	Donald Trump	And you weren't supposed to go out and talk to the press as soon as you -- but the Democrats viewed it not as a confidential meeting.	0
85	SYSTEM	[Crosstalk]	0
86	David Muir	But you have tweeted about the millions of illegal...	0
87	Donald Trump	Let me -- sure.	0
88	Donald Trump	And I do -- and I'm very -- and I mean it.	0
89	Donald Trump	But just so you know, it was supposed to be a confidential meeting.	0
90	Donald Trump	They turned it into not a -- number two, the conversation lasted for about a minute.	0
91	Donald Trump	They made it -- somebody said it was, like, 25 percent of the -- it wasn't.	0
92	Donald Trump	It was hardly even discussed.	0
93	Donald Trump	I said it.	0
94	Donald Trump	And I said it strongly, because what's going on with voter fraud is horrible.	0
95	Donald Trump	That's number one.	0
96	Donald Trump	Number two, I would've won the popular vote if I was campaigning for the popular vote.	0
97	Donald Trump	I would've gone to California, where I didn't go at all.	0
98	Donald Trump	I would've gone to New York, where I didn't campaign at all.	0
99	Donald Trump	I would've gone to a couple of places that I didn't go to.	0
100	Donald Trump	And I would've won that much easier than winning the Electoral College.	0
101	Donald Trump	But as you know, the Electoral College is all that matters.	0
102	Donald Trump	It doesn't make any difference.	0
103	Donald Trump	With that being said, if you look at voter registration, you look at the dead people that are registered to vote who vote, you look at people that are registered in two states, you look at all of these different things that are happening with registration, you take a look at those registration for -- you're going to find -- and we're going to do an investigation on it...	1
104	David Muir	But three to five million illegal votes?	0
105	Donald Trump	Well, we're going to find out.	0
106	Donald Trump	But it could very well be that much.	0
107	Donald Trump	You have people that are registered who are dead, who are illegals, who are in two states.	1
108	Donald Trump	You have people registered in two states.	0
109	Donald Trump	They're registered in a New York and a New Jersey.	0
110	Donald Trump	They vote twice.	1
111	Donald Trump	There are millions of votes, in my opinion.	0
112	Donald Trump	Now...	0
113	MUIR	But again...	0
114	Donald Trump	I'm going to do an investigation.	0
115	Donald Trump	Now, David, David...	0
116	David Muir	You're now president of the United States.	0
117	Donald Trump	I'm -- well, of course.	0
118	Donald Trump	I want the voting process to be legitimate.	0
119	David Muir	But what I'm asking -- what I'm asking...	0
120	Donald Trump	People that...	0
121	David Muir	When you say in your opinion millions of illegal votes, that is something that is extremely fundamental to our functioning democracy, a fair and free election.	1
122	Donald Trump	Sure.	0
123	Donald Trump	Sure.	0
124	Donald Trump	Sure.	0
125	David Muir	You say you're going to launch an investigation.	0
126	Donald Trump	Sure.	0
127	Donald Trump	Done.	0
128	David Muir	What you have presented so far has been debunked.	0
129	David Muir	It's been called false.	0
130	Donald Trump	No, it hasn't.	0
131	Donald Trump	Take a look at the Pew reports.	0
132	David Muir	I called the author of the Pew report last night.	0
133	David Muir	And he told me that they found no evidence of voter fraud.	1
134	Donald Trump	Really?	0
135	Donald Trump	Then why did he write the report?	0
136	David Muir	He said no evidence of voter fraud.	0
137	Donald Trump	Excuse me.	0
138	Donald Trump	Then why did he write the report?	0
139	David Muir	So I guess I'm...	0
140	Donald Trump	According to Pew report.	0
141	Donald Trump	Then he's -- then he's groveling again.	0
142	Donald Trump	You know, I always talk about the reporters that grovel when they want to write something that you want to hear, but not necessarily millions of people want to hear, or have to hear.	0
143	Donald Trump	This is...	0
144	David Muir	So you've launched an investigation?	0
145	Donald Trump	We're going to launch an investigation to find out.	0
146	Donald Trump	And then the next time -- and -- and I will say this.	0
147	Donald Trump	Of those votes cast, none of them come to me.	0
148	Donald Trump	None of them come to me.	0
149	Donald Trump	They would all be for the other side.	0
150	Donald Trump	None of them come to me.	0
151	Donald Trump	But when you look at the people that are registered: dead, illegal, and two states.	0
152	Donald Trump	And some cases, maybe three states?	0
153	Donald Trump	We have a lot to look into.	0
154	David Muir	House Speaker Paul Ryan has said, I have seen no evidence.	0
155	David Muir	I have made this very	0
156	Donald Trump	There's nothing bigger.	0
157	Donald Trump	There's nothing bigger.	0
158	David Muir	But it is important, because you have...	0
159	Donald Trump	Well, let me just tell you, you know what's important?	0
160	Donald Trump	Millions of people agree with me when I say that.	0
161	Donald Trump	If you would have looked on one of the other networks and all of the people that were calling in, they're saying, We agree with Mr. Trump.	0
162	Donald Trump	We agree."	0
163	Donald Trump	They're very smart people.	0
164	Donald Trump	ell	0
165	David Muir	Let me just ask you, you did win.	0
166	David Muir	You're the president.	0
167	David Muir	You're sitting across from me right now.	0
168	Donald Trump	That's true.	0
169	Donald Trump	That's true.	0
170	David Muir	Do you think that your words matter more now?	0
171	Donald Trump	Yes, very much.	0
172	David Muir	Do you think that -- that talking about millions of illegal votes is dangerous to this country...	0
173	Donald Trump	No, not at all.	0
174	David Muir	... without presenting the evidence?	0
175	Donald Trump	Not at all.	0
176	Donald Trump	Because many people feel the same way that I do.	0
177	Donald Trump	And...	0
178	David Muir	You don't think it undermines your credibility if there's no evidence?	1
179	Donald Trump	No, not at all.	0
180	Donald Trump	Because they wouldn't -- they didn't come to me, believe me.	1
181	Donald Trump	Those were Hillary votes.	0
182	David Muir	Mr. President, I just have one more question on this.	0
183	Donald Trump	Yes.	0
184	David Muir	And it's -- it's -- it's bigger picture.	0
185	David Muir	You -- you took some heat -- after your visit to the CIA, in front of that hallowed wall, 117 stars -- of those lost at the CIA, you talked about other things, but you also talked about crowd size at the inauguration, about the size of your rallies, about covers on Time magazine.	0
186	David Muir	And I just want to ask you, when does all of that matter just a little less?	0
187	David Muir	When do you let it roll off your back now that you're the president?	0
188	Donald Trump	OK, so I'm glad you asked.	0
189	Donald Trump	So I went to the CIA, my first stop.	0
190	Donald Trump	I have great respect for the people in intelligence and CIA.	0
191	Donald Trump	I don't have a lot of respect for in particular one of the leaders.	0
192	Donald Trump	But that's OK.	0
193	Donald Trump	But I have a lot of respect for the people in the CIA.	0
194	Donald Trump	That speech was a homerun.	0
195	Donald Trump	That speech, if you look at Fox, OK, I'll mention your network -- read -- see what Fox said.	0
196	Donald Trump	They said it was one of the great speeches.	0
197	Donald Trump	They showed the people applauding and screaming and -- and they were all CIA.	0
198	Donald Trump	There was nobody -- somebody was asking Sean, Well	0
199	David Muir	And you would give the same speech if you went back?	0
200	Donald Trump	Absolutely.	0
201	David Muir	In front of that wall?	0
202	Donald Trump	It was great.	0
203	Donald Trump	People loved it.	0
204	Donald Trump	They loved it.	0
205	Donald Trump	They gave me a standing ovation for a long period of time.	0
206	Donald Trump	They never even sat down, most of them, during the speech.	0
207	Donald Trump	There was love in the room.	0
208	Donald Trump	You and other networks covered it very inaccurately.	0
