line_number,speaker,sentence,politifact_statement,verified_claim,verified_claim_article_title,truth_value,verified_claim_url,notes
41,Donald Trump,"It's very familiar territory, news conferences, because we used to give them on an almost daily basis.","It's very familiar territory, news conferences, because we used to give them on a almost daily basis. ...We stopped giving them because we were getting quite a bit of inaccurate news.","Says Donald Trump ""publicly invited Putin to hack into Americans emails.""",Hillary Clinton claims Donald Trump invited Russian President Vladimir Putin  to hack Americans,Half-True,https://www.politifact.com/truth-o-meter/statements/2016/sep/26/hillary-clinton/hillary-clinton-claims-donald-trump-invited-russia/,BUG IN POLITIFACT
172,Donald Trump,And they tried to hack the Republican National Committee and they were unable to break through.,They tried to hack the Republican National Committee and they were unable to break through.,"The Russians ""tried to hack the Republican National Committee, and they were unable to break through.""",Trump says Russians were unable to hack the Republican National Committee,Mostly True,https://www.politifact.com/truth-o-meter/statements/2017/jan/11/donald-trump/trump-says-russians-were-unable-hack-republican-na/,
203,Donald Trump,"I mean if you look, this administration created ISIS by leaving at the wrong time.","If you look, this administration created ISIS by leaving at the wrong time.","Says Barack Obama ""founded ISIS. I would say the co-founder would be crooked Hillary Clinton.""","Donald Trump's Pants on Fire claim that Barack Obama 'founded' ISIS, Hillary Clinton was 'cofounder'",Pants on Fire!,https://www.politifact.com/truth-o-meter/statements/2016/aug/11/donald-trump/donald-trump-pants-fire-claim-obama-founded-isis-c/,
256,Donald Trump,"I didn't have to turn it down, because as you know, I have a no-conflict situation because I'm president, which is -- I didn't know about that until about three months ago, but it's a nice thing to have.",I have a no-conflict situation because I am president.,"Financial conflict-of-interest ""laws don't apply to the president, right? So, the president doesn't have to have a blind trust.""",Giuliani President Trump will be exempt from conflict-of-interest laws,TRUE,https://www.politifact.com/truth-o-meter/statements/2016/nov/16/rudy-giuliani/giuliani-president-trump-will-be-exempt-conflict-i/,
263,Donald Trump,"So I could actually run my business, I could actually run my business and run government at the same time.",I have a no-conflict situation because I am president.,"Financial conflict-of-interest ""laws don't apply to the president, right? So, the president doesn't have to have a blind trust.""",Giuliani President Trump will be exempt from conflict-of-interest laws,TRUE,https://www.politifact.com/truth-o-meter/statements/2016/nov/16/rudy-giuliani/giuliani-president-trump-will-be-exempt-conflict-i/,
267,Donald Trump,"But as president, I could run the Trump organization, great, great company, and I could run the company -- the country.",I have a no-conflict situation because I am president.,"Financial conflict-of-interest ""laws don't apply to the president, right? So, the president doesn't have to have a blind trust.""",Giuliani President Trump will be exempt from conflict-of-interest laws,TRUE,https://www.politifact.com/truth-o-meter/statements/2016/nov/16/rudy-giuliani/giuliani-president-trump-will-be-exempt-conflict-i/,
284,Donald Trump,"First of all, you learn very little to a tax return.",You learn very little in a tax return,You will learn more about Donald Trump by going down to the Federal Elections to see the financial disclosure form than by looking at tax returns.,Donald Trump wrong that 'you will learn more' from financial disclosure form than from tax returns,FALSE,https://www.politifact.com/truth-o-meter/statements/2016/sep/26/donald-trump/donald-trump-talks-about-his-finances-first-presid/,
274,Reporter,"But every president since the '70's has had a required audit from the IRS, the last place to release them, but as president sir...",You learn very little in a tax return,"Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns.","Most GOP nominees since 1970s have released their tax returns, Fox's Chris Wallace says  Pund",Mostly True,https://www.politifact.com/punditfact/statements/2016/may/18/chris-wallace/most-gop-nominees-1970s-have-released-their-tax-re/,
275,Donald Trump,"You know, the only one that cares about my tax returns are the reporters, OK?",The only one that cares about my tax returns are the reporters.,"Americans don't ""care at all"" about Donald Trump's tax returns.",Trump wrong that Americans don't care about his tax returns,FALSE,https://politifact.com/truth-o-meter/statements/2017/jan/11/donald-trump/trump-wrong-reporters-are-only-ones-who-care-about/,
384,Sheri Dillon,Paying for a hotel room is not a gift or a present and it has nothing to do with an office.,Paying for a hotel room is not  an emolument.,"Financial conflict-of-interest ""laws don't apply to the president, right? So, the president doesn't have to have a blind trust.""",Giuliani President Trump will be exempt from conflict-of-interest laws,TRUE,https://www.politifact.com/truth-o-meter/statements/2016/nov/16/rudy-giuliani/giuliani-president-trump-will-be-exempt-conflict-i/,NOT SURE
